2012-2-25 17:33,12,15
2012-2-25 18:40,16,15
2012-2-25 18:41,6,15
2012-2-25 18:42,20,15
2012-2-25 20:34,1,180
2012-2-25 20:45,1,240
2012-2-25 20:46,12,15
2012-2-25 20:46,12,15
2012-2-25 20:47,12,15
2012-2-25 20:49,16,120
2012-2-25 20:51,37,15
2012-2-25 20:51,37,15
2012-2-25 20:51,37,240
2012-2-25 20:54,29,480
2012-2-25 20:56,19,15
2012-2-25 20:57,14,15
2012-2-25 20:58,2,15
2012-2-25 20:59,34,240
2012-2-25 21:00,19,150
2012-2-25 21:01,34,240
2012-2-25 21:02,34,15
2012-2-25 21:07,34,15
2012-2-25 21:08,34,15
2012-2-25 21:09,34,30
2012-2-25 21:09,34,15
2012-2-25 21:13,24,15
2012-2-25 21:14,21,15
2012-2-25 21:16,12,15
2012-2-25 21:16,12,15
2012-2-25 21:19,16,15
2012-2-25 21:19,16,240
2012-2-25 21:22,12,60
2012-2-25 21:26,19,120
2012-2-25 21:31,12,120
2012-2-25 21:31,16,120
2012-2-25 21:34,1,180
2012-2-25 21:36,19,120
2012-2-25 21:41,38,15
2012-2-25 21:41,38,30
2012-2-25 21:45,38,30
2012-2-25 21:46,34,30
2012-2-25 21:47,34,240
2012-2-25 21:48,17,240
2012-2-25 21:49,34,240
2012-2-25 21:50,12,60
2012-2-25 21:51,24,30
2012-2-25 21:52,1,30
2012-2-25 21:52,34,30
2012-2-25 20:32,28,240
2012-2-25 20:33,1,180
2012-2-25 20:36,38,120
2012-2-25 20:43,24,120
2012-2-25 20:49,34,30
2012-2-25 20:50,29,30
2012-2-25 20:51,29,240
2012-2-25 20:52,28,240
2012-2-25 20:53,16,120
2012-2-25 20:54,33,240
2012-2-25 20:59,38,120
2012-2-25 21:00,38,120
2012-2-25 21:04,38,60
2012-2-25 21:05,24,120
2012-2-25 21:06,24,120
2012-2-25 21:11,22,120
2012-2-25 21:13,28,210
2012-2-25 21:14,34,240
2012-2-25 21:16,38,120
2012-2-25 21:17,1,180
2012-2-25 21:18,24,120
2012-2-25 21:20,28,420
2012-2-25 21:21,28,120
2012-2-25 21:22,38,60
2012-2-25 21:29,38,180
2012-2-25 21:31,34,240
2012-2-25 21:34,25,60
2012-2-25 21:50,12,120
2012-2-25 21:56,12,30
2012-2-25 21:57,12,30
2012-2-25 21:58,38,120
2012-2-25 21:59,38,150
2012-2-25 22:05,24,90
2012-2-25 22:07,12,90
2012-2-25 22:08,37,270
2012-2-25 22:09,16,150
2012-2-25 22:10,15,120
2012-2-25 22:10,37,120
2012-2-25 22:11,16,120
2012-2-25 22:13,37,360
2012-2-25 22:14,14,30
2012-2-25 22:15,16,60
2012-2-25 22:16,37,180
2012-2-25 22:20,25,120
2012-2-25 22:25,34,300
2012-2-25 22:31,38,120
2012-2-25 22:36,37,270
2012-2-25 22:37,12,120
2012-2-25 23:09,37,360
2012-2-25 23:14,28,30
2012-2-25 23:21,38,90
2012-3-2 0:03,33,30
2012-3-2 0:03,16,30
2012-3-2 0:04,37,30
2012-3-2 0:04,1,30
2012-3-2 0:06,29,30
2012-3-2 0:08,29,240
2012-3-2 0:22,40,90
2012-3-2 0:24,6,240
2012-3-2 0:25,28,120
2012-3-2 0:26,40,120
2012-3-2 0:28,32,120
2012-3-2 0:29,32,180
2012-3-2 0:31,28,150
2012-3-2 0:32,37,150
2012-3-2 0:33,29,120
2012-3-2 0:34,32,120
2012-3-2 0:35,21,120
2012-3-2 0:36,6,30
2012-3-2 0:38,32,90
2012-3-2 0:39,33,120
2012-3-2 0:40,40,120
2012-3-2 0:41,32,120
2012-3-2 0:42,28,120
2012-3-2 0:44,29,120
2012-3-2 0:45,10,120
2012-3-2 0:46,28,120
2012-3-2 0:48,19,120
2012-3-2 0:49,24,120
2012-3-2 0:50,12,120
2012-3-2 0:51,28,120
2012-3-2 0:51,1,120
2012-3-2 0:52,6,30
2012-3-2 0:54,28,120
2012-3-2 0:55,41,180
2012-3-2 0:56,28,150
2012-3-2 0:57,16,150
2012-3-2 0:58,40,150
2012-3-2 0:59,32,150
2012-3-2 1:00,33,150
2012-3-2 1:01,29,120
2012-3-2 1:02,14,120
2012-3-2 1:02,12,120
2012-3-2 1:04,37,120
2012-3-2 1:05,32,120
2012-3-2 1:06,12,120
2012-3-2 1:06,21,120
2012-3-2 1:07,33,120
2012-3-2 1:08,28,120
2012-3-2 1:08,16,120
2012-3-2 1:09,37,120
2012-3-2 1:10,24,120
2012-3-2 1:11,12,120
2012-3-2 1:12,41,120
2012-3-2 1:13,28,120
2012-3-2 1:14,12,150
2012-3-2 1:15,24,120
2012-3-2 1:17,21,120
2012-3-2 1:18,12,150
2012-3-2 1:19,16,150
2012-3-2 1:20,14,150
2012-3-2 1:20,28,150
2012-3-2 1:21,6,150
2012-3-2 1:22,16,150
2012-3-2 1:23,37,150
2012-3-2 1:25,6,120
2012-3-2 1:26,29,120
2012-3-2 1:27,34,150
2012-3-2 1:29,41,120
2012-3-2 1:30,24,120
2012-3-2 1:31,14,120
2012-3-2 1:32,28,120
2012-3-2 1:32,2,120
2012-3-2 1:33,33,120
2012-3-2 1:34,40,120
2012-3-2 1:35,34,120
2012-3-2 1:36,10,120
2012-3-2 1:36,10,120
2012-3-2 1:38,41,120
2012-3-2 1:39,32,120
2012-3-2 1:40,2,120
2012-3-2 1:42,22,120
2012-3-2 1:42,24,150
2012-3-2 1:49,16,150
2012-3-2 1:50,32,120
2012-3-2 1:51,41,120
2012-3-2 1:51,16,120
2012-3-2 1:52,28,150
2012-3-2 1:53,37,150
2012-3-2 1:53,16,120
2012-3-2 1:54,16,120
2012-3-2 1:55,29,120
2012-3-1 22:48,32,150
2012-3-1 22:49,41,120
2012-3-1 22:50,29,120
2012-3-1 22:51,29,120
2012-3-1 22:51,28,150
2012-3-1 22:52,37,120
2012-3-1 22:53,29,120
2012-3-1 22:54,1,150
2012-3-1 22:55,34,150
2012-3-1 22:58,16,150
2012-3-1 22:59,6,120
2012-3-1 23:00,34,180
2012-3-1 23:02,41,120
2012-3-1 23:03,16,120
2012-3-1 23:04,32,120
2012-3-1 23:05,33,120
2012-3-1 23:06,32,120
2012-3-1 23:07,16,120
2012-3-1 23:08,19,120
2012-3-1 23:09,16,120
2012-3-1 23:10,41,120
2012-3-1 23:11,19,120
2012-3-1 23:12,34,120
2012-3-1 23:13,41,30
2012-3-1 23:14,33,120
2012-3-1 23:14,28,120
2012-3-1 23:15,33,30
2012-3-1 23:16,33,120
2012-3-1 23:17,37,150
2012-3-1 23:18,21,120
2012-3-1 23:18,29,120
2012-3-1 23:20,41,30
2012-3-1 23:20,41,120
2012-3-1 23:23,1,120
2012-3-1 23:26,34,120
2012-3-1 23:27,1,120
2012-3-1 23:28,32,120
2012-3-1 23:31,28,210
2012-3-1 23:32,29,240
2012-3-1 23:33,41,30
2012-3-1 23:34,16,150
2012-3-1 23:34,34,150
2012-3-1 23:35,16,150
2012-3-1 23:36,28,150
2012-3-1 23:36,16,150
2012-3-1 23:37,28,150
2012-3-1 23:38,14,150
2012-3-1 23:39,28,150
2012-3-1 23:41,28,150
2012-3-1 23:43,16,180
2012-3-1 23:49,6,150
2012-3-1 23:56,16,150
2012-3-1 23:57,16,150
2012-3-2 0:00,16,150
2012-3-2 0:03,32,180
2012-3-2 0:05,32,120
2012-3-2 0:06,14,150
2012-3-2 0:09,33,120
2012-3-2 0:11,34,30
2012-3-2 0:12,34,120
2012-3-2 0:13,37,120
2012-3-2 0:14,33,120
2012-3-2 0:20,25,120
2012-3-2 0:26,24,120
2012-3-2 0:28,12,150
2012-3-2 0:30,12,150
2012-3-2 0:46,12,150
2012-3-2 1:16,12,120
2012-3-2 1:51,34,150
2012-3-2 2:00,34,150
2012-3-2 2:02,37,150
2012-3-2 2:03,40,150
2012-3-2 2:04,16,150
2012-3-2 2:07,22,150
2012-3-2 2:09,25,150
2012-3-2 2:10,16,150
2012-3-2 2:12,34,150
2012-3-2 2:14,12,150
2012-3-2 2:20,14,150
2012-3-2 2:21,6,150
2012-3-2 2:23,6,150
2012-3-2 2:24,6,150
2012-3-2 2:27,15,150
2012-3-2 2:29,37,150
2012-3-2 2:30,32,150
